MouseID,AgeInDays,Phenotyping
DO-1D-3191,306,grip
DO-1D-3191,485,grip
DO-1D-3191,674,grip
DO-2D-4191,149,grip
DO-2D-4191,306,grip
DO-2D-4191,485,grip
DO-2D-4191,674,grip
DO-AL-0192,149,grip
DO-AL-0192,306,grip
DO-20-1192,149,grip
DO-20-1192,306,grip
DO-20-1192,485,grip
DO-40-2192,149,grip
DO-40-2192,306,grip
DO-40-2192,485,grip
DO-40-2192,674,grip
DO-40-2192,857,grip
DO-40-2192,1038,grip
DO-1D-3192,149,grip
DO-1D-3192,306,grip
DO-1D-3192,485,grip
DO-2D-4192,149,grip
DO-2D-4192,306,grip
DO-2D-4192,485,grip
DO-2D-4192,674,grip
DO-2D-4192,857,grip
DO-AL-0001,301,rotarod
DO-AL-0001,673,rotarod
DO-20-1001,301,rotarod
DO-20-1001,673,rotarod
DO-20-1001,1032,rotarod
DO-40-2001,301,rotarod
DO-40-2001,673,rotarod
DO-40-2001,1032,rotarod
DO-1D-3001,302,rotarod
DO-1D-3001,676,rotarod
DO-2D-4001,302,rotarod
DO-2D-4001,676,rotarod
DO-2D-4001,1032,rotarod
DO-AL-0002,301,rotarod
DO-AL-0002,673,rotarod
DO-20-1002,301,rotarod
DO-40-2002,301,rotarod
DO-40-2002,673,rotarod
DO-40-2002,1032,rotarod
DO-1D-3002,302,rotarod
DO-1D-3002,676,rotarod
DO-2D-4002,302,rotarod
DO-2D-4002,676,rotarod
DO-2D-4002,1032,rotarod
DO-AL-0003,301,rotarod
DO-AL-0003,673,rotarod
DO-AL-0003,1032,rotarod
DO-20-1003,301,rotarod
DO-20-1003,673,rotarod
DO-20-1003,1032,rotarod
DO-40-2003,301,rotarod
DO-40-2003,673,rotarod
DO-40-2003,1032,rotarod
DO-1D-3003,302,rotarod
DO-1D-3003,676,rotarod
DO-2D-4003,302,rotarod
DO-2D-4003,676,rotarod
DO-2D-4003,1032,rotarod
DO-AL-0004,301,rotarod
DO-AL-0004,673,rotarod
DO-20-1004,301,rotarod
DO-20-1004,673,rotarod
DO-20-1004,1032,rotarod
DO-40-2004,301,rotarod
DO-1D-3004,302,rotarod
DO-2D-4004,302,rotarod
DO-2D-4004,676,rotarod
DO-AL-0005,301,rotarod
DO-AL-0005,673,rotarod
DO-20-1005,301,rotarod
DO-40-2005,301,rotarod
DO-40-2005,673,rotarod
DO-2D-4005,302,rotarod
DO-AL-0006,301,rotarod
DO-AL-0006,673,rotarod
DO-20-1006,301,rotarod
DO-20-1006,673,rotarod
DO-20-1006,1032,rotarod
DO-40-2006,301,rotarod
DO-40-2006,673,rotarod
DO-2D-4006,302,rotarod
DO-2D-4006,676,rotarod
DO-AL-0007,301,rotarod
DO-AL-0007,673,rotarod
DO-20-1007,301,rotarod
DO-20-1007,673,rotarod
DO-40-2007,301,rotarod
DO-40-2007,673,rotarod
DO-1D-3007,302,rotarod
DO-2D-4007,302,rotarod
DO-2D-4007,676,rotarod
DO-AL-0008,301,rotarod
DO-20-1008,301,rotarod
DO-20-1008,673,rotarod
DO-20-1008,1032,rotarod
DO-40-2008,301,rotarod
DO-40-2008,673,rotarod
DO-1D-3008,302,rotarod
DO-2D-4008,302,rotarod
DO-AL-0009,301,rotarod
DO-20-1009,301,rotarod
DO-20-1009,673,rotarod
DO-1D-3009,302,rotarod
DO-2D-4009,302,rotarod
DO-2D-4009,676,rotarod
DO-AL-0010,301,rotarod
DO-AL-0010,673,rotarod
DO-20-1010,301,rotarod
DO-20-1010,673,rotarod
DO-40-2010,302,rotarod
DO-40-2010,676,rotarod
DO-40-2010,1032,rotarod
DO-1D-3010,302,rotarod
DO-1D-3010,676,rotarod
DO-1D-3010,1032,rotarod
DO-2D-4010,302,rotarod
DO-AL-0011,301,rotarod
DO-AL-0011,673,rotarod
DO-20-1011,301,rotarod
DO-20-1011,673,rotarod
DO-40-2011,302,rotarod
DO-40-2011,676,rotarod
DO-40-2011,1032,rotarod
DO-1D-3011,302,rotarod
DO-1D-3011,676,rotarod
DO-1D-3011,1032,rotarod
DO-2D-4011,302,rotarod
DO-2D-4011,676,rotarod
DO-2D-4011,1032,rotarod
DO-AL-0012,301,rotarod
DO-AL-0012,673,rotarod
DO-AL-0012,1032,rotarod
DO-20-1012,301,rotarod
DO-20-1012,673,rotarod
DO-40-2012,302,rotarod
DO-40-2012,676,rotarod
DO-40-2012,1032,rotarod
DO-1D-3012,302,rotarod
DO-2D-4012,302,rotarod
DO-2D-4012,676,rotarod
DO-2D-4012,1032,rotarod
DO-20-1013,301,rotarod
DO-20-1013,673,rotarod
DO-20-1013,1032,rotarod
DO-40-2013,302,rotarod
DO-40-2013,676,rotarod
DO-1D-3013,302,rotarod
DO-1D-3013,676,rotarod
DO-2D-4013,302,rotarod
DO-AL-0014,301,rotarod
DO-AL-0014,673,rotarod
DO-20-1014,301,rotarod
DO-40-2014,302,rotarod
DO-40-2014,676,rotarod
DO-1D-3014,302,rotarod
DO-1D-3014,676,rotarod
DO-2D-4014,302,rotarod
DO-AL-0015,301,rotarod
DO-20-1015,301,rotarod
DO-20-1015,673,rotarod
DO-40-2015,302,rotarod
DO-40-2015,676,rotarod
DO-1D-3015,302,rotarod
DO-2D-4015,302,rotarod
DO-2D-4015,676,rotarod
DO-AL-0016,301,rotarod
DO-20-1016,301,rotarod
DO-40-2016,302,rotarod
DO-40-2016,676,rotarod
DO-40-2016,1032,rotarod
DO-1D-3016,302,rotarod
DO-2D-4016,302,rotarod
DO-2D-4016,676,rotarod
DO-AL-0017,295,rotarod
DO-20-1017,295,rotarod
DO-20-1017,676,rotarod
DO-40-2017,295,rotarod
DO-40-2017,676,rotarod
DO-40-2017,1033,rotarod
DO-1D-3017,296,rotarod
DO-1D-3017,676,rotarod
DO-2D-4017,296,rotarod
DO-2D-4017,676,rotarod
DO-AL-0018,295,rotarod
DO-AL-0018,676,rotarod
DO-20-1018,295,rotarod
DO-20-1018,676,rotarod
DO-40-2018,295,rotarod
DO-40-2018,676,rotarod
DO-1D-3018,296,rotarod
DO-1D-3018,676,rotarod
DO-2D-4018,296,rotarod
DO-2D-4018,676,rotarod
DO-AL-0019,295,rotarod
DO-20-1019,295,rotarod
DO-40-2019,295,rotarod
DO-40-2019,676,rotarod
DO-40-2019,1033,rotarod
DO-1D-3019,296,rotarod
DO-1D-3019,676,rotarod
DO-2D-4019,296,rotarod
DO-2D-4019,676,rotarod
DO-2D-4019,1032,rotarod
DO-AL-0020,295,rotarod
DO-AL-0020,676,rotarod
DO-40-2020,295,rotarod
DO-1D-3020,296,rotarod
DO-1D-3020,676,rotarod
DO-2D-4020,296,rotarod
DO-AL-0021,295,rotarod
DO-AL-0021,676,rotarod
DO-20-1021,295,rotarod
DO-20-1021,676,rotarod
DO-40-2021,295,rotarod
DO-40-2021,676,rotarod
DO-2D-4021,296,rotarod
DO-20-1022,295,rotarod
DO-20-1022,676,rotarod
DO-20-1022,1033,rotarod
DO-40-2022,295,rotarod
DO-40-2022,676,rotarod
DO-1D-3022,296,rotarod
DO-1D-3022,676,rotarod
DO-1D-3022,1032,rotarod
DO-2D-4022,296,rotarod
DO-2D-4022,676,rotarod
DO-AL-0023,295,rotarod
DO-20-1023,295,rotarod
DO-40-2023,295,rotarod
DO-40-2023,676,rotarod
DO-40-2023,1033,rotarod
DO-1D-3023,296,rotarod
DO-2D-4023,296,rotarod
DO-2D-4023,676,rotarod
DO-AL-0024,295,rotarod
DO-AL-0024,676,rotarod
DO-20-1024,295,rotarod
DO-20-1024,676,rotarod
DO-40-2024,295,rotarod
DO-40-2024,676,rotarod
DO-40-2024,1033,rotarod
DO-1D-3024,296,rotarod
DO-1D-3024,676,rotarod
DO-1D-3024,1032,rotarod
DO-2D-4024,296,rotarod
DO-2D-4024,676,rotarod
DO-AL-0025,295,rotarod
DO-AL-0025,676,rotarod
DO-20-1025,295,rotarod
DO-20-1025,676,rotarod
DO-20-1025,1033,rotarod
DO-40-2025,296,rotarod
DO-40-2025,676,rotarod
DO-40-2025,1032,rotarod
DO-2D-4025,296,rotarod
DO-AL-0026,295,rotarod
DO-AL-0026,676,rotarod
DO-AL-0026,1033,rotarod
DO-20-1026,295,rotarod
DO-40-2026,296,rotarod
DO-1D-3026,296,rotarod
DO-1D-3026,676,rotarod
DO-1D-3026,1032,rotarod
DO-2D-4026,296,rotarod
DO-2D-4026,676,rotarod
DO-AL-0027,295,rotarod
DO-AL-0027,676,rotarod
DO-20-1027,295,rotarod
DO-20-1027,676,rotarod
DO-20-1027,1033,rotarod
DO-40-2027,296,rotarod
DO-40-2027,676,rotarod
DO-40-2027,1032,rotarod
DO-1D-3027,296,rotarod
DO-1D-3027,676,rotarod
DO-2D-4027,296,rotarod
DO-2D-4027,676,rotarod
DO-2D-4027,1032,rotarod
DO-AL-0028,295,rotarod
DO-AL-0028,676,rotarod
DO-20-1028,295,rotarod
DO-20-1028,676,rotarod
DO-40-2028,296,rotarod
DO-40-2028,676,rotarod
DO-40-2028,1032,rotarod
DO-1D-3028,296,rotarod
DO-1D-3028,676,rotarod
DO-1D-3028,1032,rotarod
DO-2D-4028,296,rotarod
DO-2D-4028,676,rotarod
DO-2D-4028,1032,rotarod
DO-AL-0029,295,rotarod
DO-AL-0029,676,rotarod
DO-20-1029,295,rotarod
DO-20-1029,676,rotarod
DO-20-1029,1033,rotarod
DO-40-2029,296,rotarod
DO-40-2029,676,rotarod
DO-1D-3029,296,rotarod
DO-1D-3029,676,rotarod
DO-2D-4029,296,rotarod
DO-2D-4029,676,rotarod
DO-AL-0030,295,rotarod
DO-AL-0030,676,rotarod
DO-AL-0030,1033,rotarod
DO-20-1030,295,rotarod
DO-20-1030,676,rotarod
DO-40-2030,296,rotarod
DO-40-2030,676,rotarod
DO-1D-3030,296,rotarod
DO-1D-3030,676,rotarod
DO-2D-4030,296,rotarod
DO-2D-4030,676,rotarod
DO-AL-0031,295,rotarod
DO-1D-3031,296,rotarod
DO-1D-3031,676,rotarod
DO-2D-4031,296,rotarod
DO-2D-4031,676,rotarod
DO-AL-0032,295,rotarod
DO-20-1032,295,rotarod
DO-20-1032,676,rotarod
DO-40-2032,296,rotarod
DO-40-2032,676,rotarod
DO-1D-3032,296,rotarod
DO-1D-3032,676,rotarod
DO-2D-4032,296,rotarod
DO-2D-4032,676,rotarod
DO-2D-4032,1032,rotarod
DO-AL-0033,304,rotarod
DO-AL-0033,667,rotarod
DO-AL-0033,1032,rotarod
DO-20-1033,304,rotarod
DO-20-1033,667,rotarod
DO-40-2033,304,rotarod
DO-2D-4033,305,rotarod
DO-2D-4033,668,rotarod
DO-AL-0034,304,rotarod
DO-20-1034,304,rotarod
DO-20-1034,667,rotarod
DO-40-2034,304,rotarod
DO-40-2034,667,rotarod
DO-1D-3034,305,rotarod
DO-1D-3034,668,rotarod
DO-2D-4034,305,rotarod
DO-2D-4034,668,rotarod
DO-AL-0035,304,rotarod
DO-20-1035,304,rotarod
DO-40-2035,304,rotarod
DO-40-2035,667,rotarod
DO-1D-3035,305,rotarod
DO-1D-3035,668,rotarod
DO-2D-4035,305,rotarod
DO-2D-4035,668,rotarod
DO-2D-4035,1032,rotarod
DO-AL-0036,304,rotarod
DO-AL-0036,667,rotarod
DO-20-1036,304,rotarod
DO-40-2036,304,rotarod
DO-40-2036,667,rotarod
DO-2D-4036,305,rotarod
DO-2D-4036,668,rotarod
DO-AL-0037,304,rotarod
DO-AL-0037,667,rotarod
DO-20-1037,304,rotarod
DO-20-1037,667,rotarod
DO-40-2037,304,rotarod
DO-40-2037,667,rotarod
DO-1D-3037,305,rotarod
DO-1D-3037,668,rotarod
DO-2D-4037,305,rotarod
DO-2D-4037,668,rotarod
DO-2D-4037,1032,rotarod
DO-AL-0038,304,rotarod
DO-20-1038,304,rotarod
DO-40-2038,304,rotarod
DO-40-2038,667,rotarod
DO-1D-3038,305,rotarod
DO-1D-3038,668,rotarod
DO-2D-4038,305,rotarod
DO-AL-0039,304,rotarod
DO-20-1039,304,rotarod
DO-20-1039,667,rotarod
DO-20-1039,1032,rotarod
DO-40-2039,304,rotarod
DO-40-2039,667,rotarod
DO-40-2039,1032,rotarod
DO-1D-3039,305,rotarod
DO-1D-3039,668,rotarod
DO-1D-3039,1032,rotarod
DO-2D-4039,305,rotarod
DO-2D-4039,668,rotarod
DO-2D-4039,1032,rotarod
DO-AL-0040,304,rotarod
DO-AL-0040,667,rotarod
DO-20-1040,304,rotarod
DO-20-1040,667,rotarod
DO-20-1040,1032,rotarod
DO-40-2040,304,rotarod
DO-40-2040,667,rotarod
DO-1D-3040,305,rotarod
DO-1D-3040,668,rotarod
DO-1D-3040,1032,rotarod
DO-2D-4040,305,rotarod
DO-2D-4040,668,rotarod
DO-AL-0041,304,rotarod
DO-AL-0041,667,rotarod
DO-20-1041,304,rotarod
DO-20-1041,667,rotarod
DO-40-2041,305,rotarod
DO-1D-3041,305,rotarod
DO-2D-4041,305,rotarod
DO-2D-4041,668,rotarod
DO-AL-0042,304,rotarod
DO-AL-0042,667,rotarod
DO-20-1042,304,rotarod
DO-20-1042,667,rotarod
DO-20-1042,1032,rotarod
DO-1D-3042,305,rotarod
DO-2D-4042,305,rotarod
DO-2D-4042,668,rotarod
DO-2D-4042,1032,rotarod
DO-AL-0043,304,rotarod
DO-AL-0043,667,rotarod
DO-AL-0043,1032,rotarod
DO-20-1043,304,rotarod
DO-20-1043,667,rotarod
DO-40-2043,305,rotarod
DO-40-2043,668,rotarod
DO-40-2043,1032,rotarod
DO-1D-3043,305,rotarod
DO-1D-3043,668,rotarod
DO-1D-3043,1032,rotarod
DO-2D-4043,305,rotarod
DO-2D-4043,668,rotarod
DO-2D-4043,1032,rotarod
DO-AL-0044,304,rotarod
DO-20-1044,304,rotarod
DO-20-1044,667,rotarod
DO-40-2044,305,rotarod
DO-40-2044,668,rotarod
DO-1D-3044,305,rotarod
DO-1D-3044,668,rotarod
DO-1D-3044,1032,rotarod
DO-2D-4044,305,rotarod
DO-AL-0045,304,rotarod
DO-AL-0045,667,rotarod
DO-20-1045,304,rotarod
DO-20-1045,667,rotarod
DO-20-1045,1032,rotarod
DO-40-2045,305,rotarod
DO-40-2045,668,rotarod
DO-40-2045,1032,rotarod
DO-1D-3045,305,rotarod
DO-1D-3045,1032,rotarod
DO-2D-4045,305,rotarod
DO-2D-4045,668,rotarod
DO-AL-0046,304,rotarod
DO-AL-0046,667,rotarod
DO-20-1046,304,rotarod
DO-20-1046,667,rotarod
DO-40-2046,305,rotarod
DO-1D-3046,305,rotarod
DO-2D-4046,305,rotarod
DO-2D-4046,668,rotarod
DO-AL-0047,304,rotarod
DO-AL-0047,667,rotarod
DO-20-1047,304,rotarod
DO-20-1047,667,rotarod
DO-40-2047,305,rotarod
DO-1D-3047,305,rotarod
DO-1D-3047,668,rotarod
DO-2D-4047,305,rotarod
DO-2D-4047,668,rotarod
DO-AL-0048,304,rotarod
DO-AL-0048,667,rotarod
DO-20-1048,304,rotarod
DO-40-2048,305,rotarod
DO-40-2048,668,rotarod
DO-40-2048,1032,rotarod
DO-1D-3048,305,rotarod
DO-1D-3048,1032,rotarod
DO-2D-4048,305,rotarod
DO-AL-0049,305,rotarod
DO-20-1049,305,rotarod
DO-20-1049,667,rotarod
DO-40-2049,305,rotarod
DO-40-2049,667,rotarod
DO-1D-3049,305,rotarod
DO-1D-3049,668,rotarod
DO-2D-4049,305,rotarod
DO-2D-4049,668,rotarod
DO-AL-0050,305,rotarod
DO-AL-0050,667,rotarod
DO-20-1050,305,rotarod
DO-20-1050,667,rotarod
DO-40-2050,305,rotarod
DO-40-2050,667,rotarod
DO-40-2050,1032,rotarod
DO-1D-3050,305,rotarod
DO-1D-3050,668,rotarod
DO-2D-4050,305,rotarod
DO-2D-4050,668,rotarod
DO-2D-4050,1032,rotarod
DO-AL-0051,305,rotarod
DO-AL-0051,667,rotarod
DO-20-1051,305,rotarod
DO-20-1051,667,rotarod
DO-20-1051,1032,rotarod
DO-40-2051,305,rotarod
DO-40-2051,667,rotarod
DO-40-2051,1032,rotarod
DO-2D-4051,305,rotarod
DO-AL-0052,305,rotarod
DO-AL-0052,667,rotarod
DO-20-1052,305,rotarod
DO-40-2052,305,rotarod
DO-40-2052,667,rotarod
DO-1D-3052,305,rotarod
DO-1D-3052,668,rotarod
DO-2D-4052,305,rotarod
DO-2D-4052,668,rotarod
DO-AL-0053,305,rotarod
DO-AL-0053,667,rotarod
DO-20-1053,305,rotarod
DO-20-1053,667,rotarod
DO-20-1053,1032,rotarod
DO-40-2053,305,rotarod
DO-40-2053,667,rotarod
DO-1D-3053,305,rotarod
DO-1D-3053,668,rotarod
DO-2D-4053,305,rotarod
DO-2D-4053,668,rotarod
DO-AL-0054,305,rotarod
DO-AL-0054,667,rotarod
DO-20-1054,305,rotarod
DO-20-1054,667,rotarod
DO-20-1054,1032,rotarod
DO-40-2054,305,rotarod
DO-1D-3054,305,rotarod
DO-1D-3054,668,rotarod
DO-2D-4054,305,rotarod
DO-2D-4054,668,rotarod
DO-AL-0055,305,rotarod
DO-AL-0055,667,rotarod
DO-40-2055,305,rotarod
DO-40-2055,667,rotarod
DO-40-2055,1032,rotarod
DO-1D-3055,305,rotarod
DO-2D-4055,305,rotarod
DO-AL-0056,305,rotarod
DO-AL-0056,667,rotarod
DO-20-1056,305,rotarod
DO-20-1056,667,rotarod
DO-20-1056,1032,rotarod
DO-40-2056,305,rotarod
DO-40-2056,667,rotarod
DO-40-2056,1032,rotarod
DO-1D-3056,305,rotarod
DO-1D-3056,668,rotarod
DO-1D-3056,1032,rotarod
DO-2D-4056,305,rotarod
DO-AL-0057,305,rotarod
DO-AL-0057,667,rotarod
DO-20-1057,305,rotarod
DO-20-1057,667,rotarod
DO-1D-3057,305,rotarod
DO-1D-3057,668,rotarod
DO-2D-4057,305,rotarod
DO-2D-4057,668,rotarod
DO-AL-0058,305,rotarod
DO-AL-0058,667,rotarod
DO-20-1058,305,rotarod
DO-20-1058,667,rotarod
DO-20-1058,1032,rotarod
DO-40-2058,305,rotarod
DO-40-2058,668,rotarod
DO-1D-3058,305,rotarod
DO-1D-3058,668,rotarod
DO-2D-4058,305,rotarod
DO-2D-4058,668,rotarod
DO-2D-4058,1032,rotarod
DO-AL-0059,305,rotarod
DO-20-1059,305,rotarod
DO-20-1059,667,rotarod
DO-40-2059,305,rotarod
DO-40-2059,668,rotarod
DO-40-2059,1032,rotarod
DO-1D-3059,305,rotarod
DO-1D-3059,668,rotarod
DO-1D-3059,1032,rotarod
DO-2D-4059,305,rotarod
DO-2D-4059,668,rotarod
DO-2D-4059,1032,rotarod
DO-AL-0060,305,rotarod
DO-AL-0060,667,rotarod
DO-20-1060,305,rotarod
DO-20-1060,667,rotarod
DO-20-1060,1032,rotarod
DO-40-2060,305,rotarod
DO-40-2060,668,rotarod
DO-1D-3060,305,rotarod
DO-1D-3060,668,rotarod
DO-1D-3060,1032,rotarod
DO-AL-0061,305,rotarod
DO-AL-0061,667,rotarod
DO-40-2061,305,rotarod
DO-40-2061,668,rotarod
DO-40-2061,1032,rotarod
DO-1D-3061,305,rotarod
DO-1D-3061,668,rotarod
DO-2D-4061,305,rotarod
DO-2D-4061,668,rotarod
DO-AL-0062,305,rotarod
DO-AL-0062,667,rotarod
DO-20-1062,305,rotarod
DO-20-1062,667,rotarod
DO-20-1062,1032,rotarod
DO-40-2062,305,rotarod
DO-40-2062,668,rotarod
DO-40-2062,1032,rotarod
DO-1D-3062,305,rotarod
DO-1D-3062,668,rotarod
DO-1D-3062,1032,rotarod
DO-2D-4062,305,rotarod
DO-2D-4062,668,rotarod
DO-2D-4062,1032,rotarod
DO-AL-0063,305,rotarod
DO-AL-0063,667,rotarod
DO-20-1063,305,rotarod
DO-20-1063,667,rotarod
DO-20-1063,1032,rotarod
DO-40-2063,305,rotarod
DO-40-2063,668,rotarod
DO-1D-3063,305,rotarod
DO-1D-3063,668,rotarod
DO-2D-4063,305,rotarod
DO-2D-4063,668,rotarod
DO-AL-0064,305,rotarod
DO-20-1064,305,rotarod
DO-20-1064,667,rotarod
DO-20-1064,1032,rotarod
DO-40-2064,305,rotarod
DO-40-2064,668,rotarod
DO-1D-3064,305,rotarod
DO-2D-4064,305,rotarod
DO-2D-4064,668,rotarod
DO-2D-4064,1032,rotarod
DO-AL-0065,303,rotarod
DO-20-1065,303,rotarod
DO-20-1065,660,rotarod
DO-20-1065,1032,rotarod
DO-40-2065,303,rotarod
DO-40-2065,660,rotarod
DO-40-2065,1032,rotarod
DO-1D-3065,304,rotarod
DO-1D-3065,661,rotarod
DO-2D-4065,304,rotarod
DO-AL-0066,303,rotarod
DO-AL-0066,661,rotarod
DO-AL-0066,1032,rotarod
DO-20-1066,303,rotarod
DO-20-1066,660,rotarod
DO-20-1066,1032,rotarod
DO-40-2066,303,rotarod
DO-40-2066,660,rotarod
DO-40-2066,1032,rotarod
DO-1D-3066,304,rotarod
DO-1D-3066,661,rotarod
DO-2D-4066,304,rotarod
DO-AL-0067,303,rotarod
DO-20-1067,310,rotarod
DO-20-1067,667,rotarod
DO-20-1067,1039,rotarod
DO-40-2067,303,rotarod
DO-40-2067,660,rotarod
DO-40-2067,1032,rotarod
DO-2D-4067,304,rotarod
DO-AL-0068,303,rotarod
DO-AL-0068,661,rotarod
DO-20-1068,310,rotarod
DO-20-1068,667,rotarod
DO-40-2068,303,rotarod
DO-40-2068,660,rotarod
DO-40-2068,1032,rotarod
DO-1D-3068,304,rotarod
DO-1D-3068,661,rotarod
DO-2D-4068,304,rotarod
DO-AL-0069,303,rotarod
DO-AL-0069,661,rotarod
DO-20-1069,310,rotarod
DO-20-1069,667,rotarod
DO-20-1069,1039,rotarod
DO-40-2069,303,rotarod
DO-40-2069,660,rotarod
DO-40-2069,1032,rotarod
DO-1D-3069,304,rotarod
DO-1D-3069,661,rotarod
DO-2D-4069,304,rotarod
DO-2D-4069,661,rotarod
DO-AL-0070,303,rotarod
DO-20-1070,310,rotarod
DO-20-1070,667,rotarod
DO-40-2070,303,rotarod
DO-40-2070,660,rotarod
DO-40-2070,1032,rotarod
DO-1D-3070,304,rotarod
DO-2D-4070,304,rotarod
DO-AL-0071,303,rotarod
DO-AL-0071,661,rotarod
DO-20-1071,310,rotarod
DO-20-1071,667,rotarod
DO-20-1071,1039,rotarod
DO-40-2071,303,rotarod
DO-40-2071,660,rotarod
DO-1D-3071,304,rotarod
DO-1D-3071,661,rotarod
DO-2D-4071,304,rotarod
DO-2D-4071,661,rotarod
DO-AL-0072,303,rotarod
DO-AL-0072,661,rotarod
DO-20-1072,310,rotarod
DO-20-1072,667,rotarod
DO-40-2072,303,rotarod
DO-40-2072,660,rotarod
DO-1D-3072,304,rotarod
DO-1D-3072,661,rotarod
DO-1D-3072,1032,rotarod
DO-2D-4072,304,rotarod
DO-2D-4072,661,rotarod
DO-2D-4072,1032,rotarod
DO-AL-0073,303,rotarod
DO-20-1073,310,rotarod
DO-40-2073,304,rotarod
DO-40-2073,661,rotarod
DO-40-2073,1032,rotarod
DO-1D-3073,304,rotarod
DO-1D-3073,661,rotarod
DO-AL-0074,303,rotarod
DO-AL-0074,660,rotarod
DO-20-1074,310,rotarod
DO-20-1074,667,rotarod
DO-20-1074,1039,rotarod
DO-40-2074,304,rotarod
DO-40-2074,661,rotarod
DO-1D-3074,304,rotarod
DO-1D-3074,661,rotarod
DO-1D-3074,1032,rotarod
DO-2D-4074,304,rotarod
DO-2D-4074,661,rotarod
DO-AL-0075,303,rotarod
DO-AL-0075,660,rotarod
DO-20-1075,310,rotarod
DO-20-1075,667,rotarod
DO-40-2075,304,rotarod
DO-40-2075,661,rotarod
DO-1D-3075,304,rotarod
DO-1D-3075,661,rotarod
DO-1D-3075,1032,rotarod
DO-2D-4075,304,rotarod
DO-2D-4075,661,rotarod
DO-AL-0076,303,rotarod
DO-AL-0076,660,rotarod
DO-20-1076,310,rotarod
DO-40-2076,304,rotarod
DO-40-2076,661,rotarod
DO-1D-3076,304,rotarod
DO-1D-3076,661,rotarod
DO-AL-0077,303,rotarod
DO-AL-0077,660,rotarod
DO-20-1077,310,rotarod
DO-20-1077,667,rotarod
DO-40-2077,304,rotarod
DO-40-2077,661,rotarod
DO-40-2077,1032,rotarod
DO-1D-3077,304,rotarod
DO-2D-4077,304,rotarod
DO-2D-4077,661,rotarod
DO-AL-0078,303,rotarod
DO-AL-0078,660,rotarod
DO-20-1078,310,rotarod
DO-20-1078,667,rotarod
DO-20-1078,1039,rotarod
DO-40-2078,304,rotarod
DO-40-2078,661,rotarod
DO-40-2078,1032,rotarod
DO-AL-0079,303,rotarod
DO-AL-0079,660,rotarod
DO-20-1079,310,rotarod
DO-20-1079,667,rotarod
DO-40-2079,304,rotarod
DO-1D-3079,304,rotarod
DO-2D-4079,304,rotarod
DO-2D-4079,661,rotarod
DO-2D-4079,1032,rotarod
DO-AL-0080,303,rotarod
DO-AL-0080,660,rotarod
DO-20-1080,310,rotarod
DO-1D-3080,304,rotarod
DO-1D-3080,661,rotarod
DO-2D-4080,304,rotarod
DO-2D-4080,661,rotarod
DO-AL-0081,302,rotarod
DO-AL-0081,667,rotarod
DO-20-1081,302,rotarod
DO-20-1081,667,rotarod
DO-40-2081,302,rotarod
DO-40-2081,667,rotarod
DO-40-2081,1032,rotarod
DO-2D-4081,297,rotarod
DO-2D-4081,661,rotarod
DO-AL-0082,302,rotarod
DO-20-1082,302,rotarod
DO-20-1082,667,rotarod
DO-20-1082,1032,rotarod
DO-40-2082,302,rotarod
DO-1D-3082,304,rotarod
DO-2D-4082,297,rotarod
DO-2D-4082,661,rotarod
DO-AL-0083,302,rotarod
DO-AL-0083,667,rotarod
DO-20-1083,302,rotarod
DO-40-2083,302,rotarod
DO-40-2083,667,rotarod
DO-1D-3083,304,rotarod
DO-1D-3083,668,rotarod
DO-2D-4083,297,rotarod
DO-2D-4083,661,rotarod
DO-2D-4083,1025,rotarod
DO-AL-0084,302,rotarod
DO-AL-0084,667,rotarod
DO-20-1084,302,rotarod
DO-20-1084,667,rotarod
DO-40-2084,302,rotarod
DO-40-2084,667,rotarod
DO-1D-3084,304,rotarod
DO-1D-3084,668,rotarod
DO-1D-3084,1032,rotarod
DO-2D-4084,297,rotarod
DO-2D-4084,661,rotarod
DO-2D-4084,1025,rotarod
DO-AL-0085,302,rotarod
DO-AL-0085,667,rotarod
DO-40-2085,302,rotarod
DO-40-2085,667,rotarod
DO-40-2085,1032,rotarod
DO-1D-3085,304,rotarod
DO-2D-4085,297,rotarod
DO-2D-4085,661,rotarod
DO-20-1086,302,rotarod
DO-20-1086,667,rotarod
DO-40-2086,302,rotarod
DO-40-2086,667,rotarod
DO-2D-4086,297,rotarod
DO-2D-4086,661,rotarod
DO-AL-0087,302,rotarod
DO-20-1087,302,rotarod
DO-20-1087,667,rotarod
DO-20-1087,1032,rotarod
DO-40-2087,302,rotarod
DO-40-2087,667,rotarod
DO-40-2087,1032,rotarod
DO-1D-3087,304,rotarod
DO-1D-3087,668,rotarod
DO-2D-4087,297,rotarod
DO-2D-4087,661,rotarod
DO-AL-0088,302,rotarod
DO-AL-0088,667,rotarod
DO-20-1088,302,rotarod
DO-20-1088,667,rotarod
DO-40-2088,302,rotarod
DO-40-2088,667,rotarod
DO-40-2088,1032,rotarod
DO-1D-3088,304,rotarod
DO-2D-4088,297,rotarod
DO-AL-0089,302,rotarod
DO-20-1089,302,rotarod
DO-20-1089,667,rotarod
DO-40-2089,304,rotarod
DO-1D-3089,304,rotarod
DO-1D-3089,668,rotarod
DO-2D-4089,304,rotarod
DO-2D-4089,668,rotarod
DO-AL-0090,302,rotarod
DO-AL-0090,667,rotarod
DO-20-1090,302,rotarod
DO-20-1090,667,rotarod
DO-40-2090,304,rotarod
DO-40-2090,668,rotarod
