MouseID,AgeInDays,Phenotyping
DO-40-2017,1148,frailty
DO-1D-3017,248,frailty
DO-1D-3017,294,frailty
DO-1D-3017,485,frailty
DO-1D-3017,672,frailty
DO-2D-4017,248,frailty
DO-2D-4017,294,frailty
DO-2D-4017,485,frailty
DO-2D-4017,672,frailty
DO-AL-0018,247,frailty
DO-AL-0018,293,frailty
DO-AL-0018,484,frailty
DO-AL-0018,672,frailty
DO-20-1018,247,frailty
DO-20-1018,293,frailty
DO-20-1018,484,frailty
DO-20-1018,672,frailty
DO-20-1018,848,frailty
DO-40-2018,247,frailty
DO-40-2018,293,frailty
DO-40-2018,484,frailty
DO-40-2018,672,frailty
DO-40-2018,848,frailty
DO-1D-3018,248,frailty
DO-1D-3018,294,frailty
DO-1D-3018,485,frailty
DO-1D-3018,672,frailty
DO-2D-4018,248,frailty
DO-2D-4018,294,frailty
DO-2D-4018,485,frailty
DO-2D-4018,672,frailty
DO-AL-0019,247,frailty
DO-AL-0019,293,frailty
DO-AL-0019,484,frailty
DO-20-1019,247,frailty
DO-20-1019,293,frailty
DO-20-1019,484,frailty
DO-40-2019,247,frailty
DO-40-2019,293,frailty
DO-40-2019,484,frailty
DO-40-2019,672,frailty
DO-40-2019,848,frailty
DO-40-2019,1028,frailty
DO-40-2019,1148,frailty
DO-1D-3019,248,frailty
DO-1D-3019,294,frailty
DO-1D-3019,485,frailty
DO-1D-3019,672,frailty
DO-1D-3019,848,frailty
DO-2D-4019,248,frailty
DO-2D-4019,294,frailty
DO-2D-4019,485,frailty
DO-2D-4019,672,frailty
DO-2D-4019,848,frailty
DO-2D-4019,1028,frailty
DO-2D-4019,1148,frailty
DO-AL-0020,247,frailty
DO-AL-0020,293,frailty
DO-AL-0020,484,frailty
DO-AL-0020,672,frailty
DO-40-2020,247,frailty
DO-40-2020,293,frailty
DO-40-2020,484,frailty
DO-1D-3020,248,frailty
DO-1D-3020,294,frailty
DO-1D-3020,485,frailty
DO-1D-3020,672,frailty
DO-2D-4020,248,frailty
DO-2D-4020,294,frailty
DO-2D-4020,485,frailty
DO-AL-0021,247,frailty
DO-AL-0021,293,frailty
DO-AL-0021,484,frailty
DO-AL-0021,672,frailty
DO-AL-0021,848,frailty
DO-20-1021,247,frailty
DO-20-1021,293,frailty
DO-20-1021,484,frailty
DO-20-1021,672,frailty
DO-40-2021,247,frailty
DO-40-2021,293,frailty
DO-40-2021,484,frailty
DO-40-2021,672,frailty
DO-2D-4021,248,frailty
DO-2D-4021,294,frailty
DO-2D-4021,485,frailty
DO-20-1022,247,frailty
DO-20-1022,293,frailty
DO-20-1022,484,frailty
DO-20-1022,672,frailty
DO-20-1022,848,frailty
DO-20-1022,1028,frailty
DO-20-1022,1148,frailty
DO-40-2022,247,frailty
DO-40-2022,293,frailty
DO-40-2022,484,frailty
DO-40-2022,672,frailty
DO-40-2022,848,frailty
DO-1D-3022,248,frailty
DO-1D-3022,294,frailty
DO-1D-3022,485,frailty
DO-1D-3022,672,frailty
DO-1D-3022,848,frailty
DO-1D-3022,1028,frailty
DO-2D-4022,248,frailty
DO-2D-4022,294,frailty
DO-2D-4022,485,frailty
DO-2D-4022,672,frailty
DO-2D-4022,848,frailty
DO-AL-0023,247,frailty
DO-AL-0023,293,frailty
DO-AL-0023,484,frailty
DO-20-1023,247,frailty
DO-20-1023,293,frailty
DO-20-1023,484,frailty
DO-40-2023,247,frailty
DO-40-2023,293,frailty
DO-40-2023,484,frailty
DO-40-2023,672,frailty
DO-40-2023,848,frailty
DO-40-2023,1028,frailty
DO-40-2023,1148,frailty
DO-1D-3023,248,frailty
DO-1D-3023,294,frailty
DO-1D-3023,485,frailty
DO-2D-4023,248,frailty
DO-2D-4023,294,frailty
DO-2D-4023,485,frailty
DO-2D-4023,672,frailty
DO-2D-4023,848,frailty
DO-AL-0024,247,frailty
DO-AL-0024,293,frailty
DO-AL-0024,484,frailty
DO-AL-0024,672,frailty
DO-AL-0024,848,frailty
DO-20-1024,247,frailty
DO-20-1024,293,frailty
DO-20-1024,484,frailty
DO-20-1024,672,frailty
DO-40-2024,247,frailty
DO-40-2024,293,frailty
DO-40-2024,484,frailty
DO-40-2024,672,frailty
DO-40-2024,848,frailty
DO-40-2024,1028,frailty
DO-40-2024,1148,frailty
DO-1D-3024,248,frailty
DO-1D-3024,294,frailty
DO-1D-3024,485,frailty
DO-1D-3024,672,frailty
DO-1D-3024,848,frailty
DO-1D-3024,1028,frailty
DO-1D-3024,1148,frailty
DO-2D-4024,248,frailty
DO-2D-4024,294,frailty
DO-2D-4024,485,frailty
DO-2D-4024,672,frailty
DO-2D-4024,848,frailty
DO-AL-0025,247,frailty
DO-AL-0025,293,frailty
DO-AL-0025,484,frailty
DO-AL-0025,672,frailty
DO-AL-0025,848,frailty
DO-20-1025,247,frailty
DO-20-1025,293,frailty
DO-20-1025,484,frailty
DO-20-1025,672,frailty
DO-20-1025,848,frailty
DO-20-1025,1028,frailty
DO-20-1025,1148,frailty
DO-40-2025,248,frailty
DO-40-2025,294,frailty
DO-40-2025,485,frailty
DO-40-2025,672,frailty
DO-40-2025,848,frailty
DO-40-2025,1028,frailty
DO-2D-4025,248,frailty
DO-2D-4025,294,frailty
DO-2D-4025,485,frailty
DO-AL-0026,247,frailty
DO-AL-0026,293,frailty
DO-AL-0026,484,frailty
DO-AL-0026,672,frailty
DO-AL-0026,848,frailty
DO-AL-0026,1028,frailty
DO-20-1026,247,frailty
DO-20-1026,293,frailty
DO-20-1026,484,frailty
DO-40-2026,248,frailty
DO-40-2026,294,frailty
DO-1D-3026,248,frailty
DO-1D-3026,294,frailty
DO-1D-3026,485,frailty
DO-1D-3026,672,frailty
DO-1D-3026,848,frailty
DO-1D-3026,1028,frailty
DO-1D-3026,1148,frailty
DO-2D-4026,248,frailty
DO-2D-4026,294,frailty
DO-2D-4026,485,frailty
DO-2D-4026,672,frailty
DO-AL-0027,247,frailty
DO-AL-0027,293,frailty
DO-AL-0027,484,frailty
DO-AL-0027,672,frailty
DO-20-1027,247,frailty
DO-20-1027,293,frailty
DO-20-1027,484,frailty
DO-20-1027,672,frailty
DO-20-1027,848,frailty
DO-20-1027,1028,frailty
DO-40-2027,248,frailty
DO-40-2027,294,frailty
DO-40-2027,485,frailty
DO-40-2027,672,frailty
DO-40-2027,848,frailty
DO-40-2027,1028,frailty
DO-1D-3027,248,frailty
DO-1D-3027,294,frailty
DO-1D-3027,485,frailty
DO-1D-3027,672,frailty
DO-1D-3027,848,frailty
DO-2D-4027,248,frailty
DO-2D-4027,294,frailty
DO-2D-4027,485,frailty
DO-2D-4027,672,frailty
DO-2D-4027,848,frailty
DO-2D-4027,1028,frailty
DO-AL-0028,247,frailty
DO-AL-0028,293,frailty
DO-AL-0028,484,frailty
DO-AL-0028,672,frailty
DO-AL-0028,848,frailty
DO-20-1028,247,frailty
DO-20-1028,293,frailty
DO-20-1028,484,frailty
DO-20-1028,672,frailty
DO-20-1028,848,frailty
DO-40-2028,248,frailty
DO-40-2028,294,frailty
DO-40-2028,485,frailty
DO-40-2028,672,frailty
DO-40-2028,848,frailty
DO-40-2028,1028,frailty
DO-40-2028,1148,frailty
DO-1D-3028,248,frailty
DO-1D-3028,294,frailty
DO-1D-3028,485,frailty
DO-1D-3028,672,frailty
DO-1D-3028,848,frailty
DO-1D-3028,1028,frailty
DO-1D-3028,1148,frailty
DO-2D-4028,248,frailty
DO-2D-4028,294,frailty
DO-2D-4028,485,frailty
DO-2D-4028,672,frailty
DO-2D-4028,848,frailty
DO-2D-4028,1028,frailty
DO-2D-4028,1148,frailty
DO-AL-0029,247,frailty
DO-AL-0029,293,frailty
DO-AL-0029,484,frailty
DO-AL-0029,672,frailty
DO-20-1029,247,frailty
DO-20-1029,293,frailty
DO-20-1029,484,frailty
DO-20-1029,672,frailty
DO-20-1029,848,frailty
DO-20-1029,1028,frailty
DO-20-1029,1148,frailty
DO-40-2029,248,frailty
DO-40-2029,294,frailty
DO-40-2029,485,frailty
DO-40-2029,672,frailty
DO-40-2029,848,frailty
DO-1D-3029,248,frailty
DO-1D-3029,294,frailty
DO-1D-3029,485,frailty
DO-1D-3029,672,frailty
DO-2D-4029,248,frailty
DO-2D-4029,294,frailty
DO-2D-4029,485,frailty
DO-2D-4029,672,frailty
DO-AL-0030,247,frailty
DO-AL-0030,293,frailty
DO-AL-0030,484,frailty
DO-AL-0030,672,frailty
DO-AL-0030,848,frailty
DO-AL-0030,1028,frailty
DO-AL-0030,1148,frailty
DO-20-1030,247,frailty
DO-20-1030,293,frailty
DO-20-1030,484,frailty
DO-20-1030,672,frailty
DO-40-2030,248,frailty
DO-40-2030,294,frailty
DO-40-2030,485,frailty
DO-40-2030,672,frailty
DO-40-2030,848,frailty
DO-1D-3030,248,frailty
DO-1D-3030,294,frailty
DO-1D-3030,485,frailty
DO-1D-3030,672,frailty
DO-2D-4030,248,frailty
DO-2D-4030,294,frailty
DO-2D-4030,485,frailty
DO-2D-4030,672,frailty
DO-AL-0031,247,frailty
DO-AL-0031,293,frailty
DO-AL-0031,484,frailty
DO-1D-3031,248,frailty
DO-1D-3031,294,frailty
DO-1D-3031,485,frailty
DO-1D-3031,672,frailty
DO-1D-3031,848,frailty
DO-2D-4031,248,frailty
DO-2D-4031,294,frailty
DO-2D-4031,485,frailty
DO-2D-4031,672,frailty
DO-AL-0032,247,frailty
DO-AL-0032,293,frailty
DO-AL-0032,484,frailty
DO-20-1032,247,frailty
DO-20-1032,293,frailty
DO-20-1032,484,frailty
DO-20-1032,672,frailty
DO-40-2032,248,frailty
DO-40-2032,294,frailty
DO-40-2032,485,frailty
DO-40-2032,672,frailty
DO-40-2032,848,frailty
DO-1D-3032,248,frailty
DO-1D-3032,294,frailty
DO-1D-3032,485,frailty
DO-1D-3032,672,frailty
DO-2D-4032,248,frailty
DO-2D-4032,294,frailty
DO-2D-4032,485,frailty
DO-2D-4032,672,frailty
DO-2D-4032,848,frailty
DO-2D-4032,1028,frailty
DO-2D-4032,1148,frailty
DO-AL-0033,160,frailty
DO-AL-0033,300,frailty
DO-AL-0033,484,frailty
DO-AL-0033,664,frailty
DO-AL-0033,848,frailty
DO-AL-0033,1028,frailty
DO-AL-0033,1113,frailty
DO-20-1033,160,frailty
DO-20-1033,300,frailty
DO-20-1033,484,frailty
DO-20-1033,664,frailty
DO-20-1033,848,frailty
DO-40-2033,160,frailty
DO-40-2033,300,frailty
DO-40-2033,484,frailty
DO-1D-3033,161,frailty
DO-2D-4033,161,frailty
DO-2D-4033,301,frailty
DO-2D-4033,485,frailty
DO-2D-4033,665,frailty
DO-2D-4033,849,frailty
DO-AL-0034,160,frailty
DO-AL-0034,300,frailty
DO-20-1034,160,frailty
DO-20-1034,300,frailty
DO-20-1034,484,frailty
DO-20-1034,664,frailty
DO-40-2034,160,frailty
DO-40-2034,300,frailty
DO-40-2034,484,frailty
DO-40-2034,664,frailty
DO-1D-3034,161,frailty
DO-1D-3034,301,frailty
DO-1D-3034,485,frailty
DO-1D-3034,665,frailty
DO-2D-4034,161,frailty
DO-2D-4034,301,frailty
DO-2D-4034,485,frailty
DO-2D-4034,665,frailty
DO-2D-4034,849,frailty
DO-AL-0035,160,frailty
DO-AL-0035,300,frailty
DO-AL-0035,484,frailty
DO-20-1035,160,frailty
DO-20-1035,300,frailty
DO-20-1035,484,frailty
DO-40-2035,160,frailty
DO-40-2035,300,frailty
DO-40-2035,484,frailty
DO-40-2035,664,frailty
DO-40-2035,848,frailty
DO-1D-3035,161,frailty
DO-1D-3035,301,frailty
DO-1D-3035,485,frailty
DO-1D-3035,665,frailty
DO-1D-3035,849,frailty
DO-2D-4035,161,frailty
DO-2D-4035,301,frailty
DO-2D-4035,485,frailty
DO-2D-4035,665,frailty
DO-2D-4035,849,frailty
DO-2D-4035,1028,frailty
DO-AL-0036,160,frailty
DO-AL-0036,300,frailty
DO-AL-0036,484,frailty
DO-AL-0036,664,frailty
DO-20-1036,160,frailty
DO-20-1036,300,frailty
DO-20-1036,484,frailty
DO-40-2036,160,frailty
DO-40-2036,300,frailty
DO-40-2036,484,frailty
DO-40-2036,664,frailty
DO-2D-4036,161,frailty
DO-2D-4036,301,frailty
DO-2D-4036,485,frailty
DO-2D-4036,665,frailty
DO-AL-0037,160,frailty
DO-AL-0037,300,frailty
DO-AL-0037,484,frailty
DO-AL-0037,664,frailty
DO-20-1037,160,frailty
DO-20-1037,300,frailty
DO-20-1037,484,frailty
DO-20-1037,664,frailty
DO-40-2037,160,frailty
DO-40-2037,300,frailty
DO-40-2037,484,frailty
DO-40-2037,664,frailty
DO-1D-3037,161,frailty
DO-1D-3037,301,frailty
DO-1D-3037,485,frailty
DO-1D-3037,665,frailty
DO-1D-3037,849,frailty
DO-2D-4037,161,frailty
DO-2D-4037,301,frailty
DO-2D-4037,485,frailty
DO-2D-4037,665,frailty
DO-2D-4037,849,frailty
DO-2D-4037,1028,frailty
DO-2D-4037,1113,frailty
DO-AL-0038,160,frailty
DO-AL-0038,300,frailty
DO-AL-0038,484,frailty
DO-20-1038,160,frailty
DO-20-1038,300,frailty
DO-40-2038,160,frailty
DO-40-2038,300,frailty
DO-40-2038,484,frailty
DO-40-2038,664,frailty
DO-1D-3038,161,frailty
DO-1D-3038,301,frailty
DO-1D-3038,485,frailty
DO-1D-3038,665,frailty
DO-1D-3038,849,frailty
DO-2D-4038,161,frailty
DO-2D-4038,301,frailty
DO-AL-0039,160,frailty
DO-AL-0039,300,frailty
DO-AL-0039,484,frailty
DO-20-1039,160,frailty
DO-20-1039,300,frailty
DO-20-1039,484,frailty
DO-20-1039,664,frailty
DO-20-1039,848,frailty
DO-20-1039,1028,frailty
DO-40-2039,160,frailty
DO-40-2039,300,frailty
DO-40-2039,484,frailty
DO-40-2039,664,frailty
DO-40-2039,848,frailty
DO-40-2039,1028,frailty
DO-40-2039,1113,frailty
DO-1D-3039,161,frailty
DO-1D-3039,301,frailty
DO-1D-3039,485,frailty
DO-1D-3039,665,frailty
DO-1D-3039,849,frailty
DO-1D-3039,1028,frailty
DO-2D-4039,161,frailty
DO-2D-4039,301,frailty
DO-2D-4039,485,frailty
DO-2D-4039,665,frailty
DO-2D-4039,849,frailty
DO-2D-4039,1028,frailty
DO-2D-4039,1113,frailty
DO-AL-0040,160,frailty
DO-AL-0040,300,frailty
DO-AL-0040,484,frailty
DO-AL-0040,664,frailty
DO-AL-0040,848,frailty
DO-20-1040,160,frailty
DO-20-1040,300,frailty
DO-20-1040,484,frailty
DO-20-1040,664,frailty
DO-20-1040,848,frailty
DO-20-1040,1028,frailty
DO-20-1040,1113,frailty
DO-40-2040,160,frailty
DO-40-2040,300,frailty
DO-40-2040,484,frailty
DO-40-2040,664,frailty
DO-40-2040,848,frailty
DO-1D-3040,161,frailty
DO-1D-3040,301,frailty
DO-1D-3040,485,frailty
DO-1D-3040,665,frailty
DO-1D-3040,849,frailty
DO-1D-3040,1028,frailty
DO-1D-3040,1113,frailty
DO-2D-4040,161,frailty
DO-2D-4040,301,frailty
DO-2D-4040,485,frailty
DO-2D-4040,665,frailty
DO-2D-4040,849,frailty
DO-AL-0041,160,frailty
DO-AL-0041,300,frailty
DO-AL-0041,484,frailty
DO-AL-0041,664,frailty
DO-20-1041,160,frailty
DO-20-1041,300,frailty
DO-20-1041,484,frailty
DO-20-1041,664,frailty
DO-20-1041,848,frailty
DO-40-2041,161,frailty
DO-40-2041,301,frailty
DO-1D-3041,161,frailty
DO-1D-3041,301,frailty
DO-1D-3041,485,frailty
DO-1D-3041,665,frailty
DO-2D-4041,161,frailty
DO-2D-4041,301,frailty
DO-2D-4041,485,frailty
DO-2D-4041,665,frailty
DO-2D-4041,849,frailty
DO-AL-0042,160,frailty
DO-AL-0042,300,frailty
DO-AL-0042,484,frailty
DO-AL-0042,664,frailty
DO-20-1042,160,frailty
DO-20-1042,300,frailty
DO-20-1042,484,frailty
DO-20-1042,664,frailty
DO-20-1042,848,frailty
DO-20-1042,1028,frailty
DO-1D-3042,161,frailty
DO-1D-3042,301,frailty
DO-1D-3042,485,frailty
DO-2D-4042,161,frailty
DO-2D-4042,301,frailty
DO-2D-4042,485,frailty
DO-2D-4042,665,frailty
DO-2D-4042,849,frailty
DO-2D-4042,1028,frailty
DO-AL-0043,160,frailty
DO-AL-0043,300,frailty
DO-AL-0043,484,frailty
DO-AL-0043,664,frailty
DO-AL-0043,848,frailty
DO-AL-0043,1028,frailty
DO-AL-0043,1113,frailty
DO-20-1043,160,frailty
DO-20-1043,300,frailty
DO-20-1043,484,frailty
DO-20-1043,664,frailty
DO-40-2043,161,frailty
DO-40-2043,301,frailty
DO-40-2043,485,frailty
DO-40-2043,665,frailty
DO-40-2043,849,frailty
DO-40-2043,1028,frailty
DO-1D-3043,161,frailty
DO-1D-3043,301,frailty
DO-1D-3043,485,frailty
DO-1D-3043,665,frailty
DO-1D-3043,849,frailty
DO-1D-3043,1028,frailty
DO-2D-4043,161,frailty
DO-2D-4043,301,frailty
DO-2D-4043,485,frailty
DO-2D-4043,665,frailty
DO-2D-4043,849,frailty
DO-2D-4043,1028,frailty
DO-2D-4043,1113,frailty
DO-AL-0044,160,frailty
DO-AL-0044,300,frailty
DO-20-1044,160,frailty
DO-20-1044,300,frailty
DO-20-1044,484,frailty
DO-20-1044,664,frailty
DO-20-1044,848,frailty
DO-40-2044,161,frailty
DO-40-2044,301,frailty
DO-40-2044,485,frailty
DO-40-2044,665,frailty
DO-1D-3044,161,frailty
DO-1D-3044,301,frailty
DO-1D-3044,485,frailty
DO-1D-3044,665,frailty
DO-1D-3044,849,frailty
DO-1D-3044,1028,frailty
DO-2D-4044,161,frailty
DO-2D-4044,301,frailty
DO-AL-0045,160,frailty
DO-AL-0045,300,frailty
DO-AL-0045,484,frailty
DO-AL-0045,664,frailty
DO-AL-0045,848,frailty
DO-20-1045,160,frailty
DO-20-1045,300,frailty
DO-20-1045,484,frailty
DO-20-1045,664,frailty
DO-20-1045,848,frailty
DO-20-1045,1028,frailty
DO-20-1045,1113,frailty
DO-40-2045,161,frailty
DO-40-2045,301,frailty
DO-40-2045,485,frailty
DO-40-2045,665,frailty
DO-40-2045,849,frailty
DO-40-2045,1028,frailty
DO-40-2045,1113,frailty
DO-1D-3045,161,frailty
DO-1D-3045,301,frailty
DO-1D-3045,485,frailty
DO-1D-3045,849,frailty
DO-1D-3045,1028,frailty
DO-1D-3045,1113,frailty
DO-2D-4045,161,frailty
DO-2D-4045,301,frailty
DO-2D-4045,485,frailty
DO-2D-4045,665,frailty
DO-AL-0046,160,frailty
DO-AL-0046,300,frailty
DO-AL-0046,484,frailty
DO-AL-0046,664,frailty
DO-20-1046,160,frailty
DO-20-1046,300,frailty
DO-20-1046,484,frailty
DO-20-1046,664,frailty
DO-20-1046,848,frailty
DO-40-2046,161,frailty
DO-40-2046,301,frailty
DO-1D-3046,161,frailty
DO-1D-3046,301,frailty
DO-2D-4046,161,frailty
DO-2D-4046,301,frailty
DO-2D-4046,485,frailty
DO-2D-4046,665,frailty
DO-2D-4046,849,frailty
DO-AL-0047,160,frailty
DO-AL-0047,300,frailty
DO-AL-0047,484,frailty
DO-AL-0047,664,frailty
DO-AL-0047,848,frailty
DO-20-1047,160,frailty
DO-20-1047,300,frailty
DO-20-1047,484,frailty
DO-20-1047,664,frailty
DO-40-2047,161,frailty
DO-40-2047,301,frailty
DO-1D-3047,161,frailty
DO-1D-3047,301,frailty
DO-1D-3047,485,frailty
DO-1D-3047,665,frailty
DO-2D-4047,161,frailty
DO-2D-4047,301,frailty
DO-2D-4047,485,frailty
DO-2D-4047,665,frailty
DO-AL-0048,160,frailty
DO-AL-0048,300,frailty
DO-AL-0048,484,frailty
DO-AL-0048,664,frailty
DO-20-1048,160,frailty
DO-20-1048,300,frailty
DO-40-2048,161,frailty
DO-40-2048,301,frailty
DO-40-2048,485,frailty
DO-40-2048,665,frailty
DO-40-2048,849,frailty
DO-40-2048,1028,frailty
DO-1D-3048,161,frailty
DO-1D-3048,301,frailty
DO-1D-3048,485,frailty
DO-1D-3048,849,frailty
DO-1D-3048,1028,frailty
DO-1D-3048,1113,frailty
DO-2D-4048,161,frailty
DO-2D-4048,301,frailty
DO-2D-4048,485,frailty
DO-AL-0049,142,frailty
DO-AL-0049,300,frailty
DO-AL-0049,484,frailty
DO-20-1049,142,frailty
DO-20-1049,300,frailty
DO-20-1049,484,frailty
DO-20-1049,664,frailty
DO-40-2049,142,frailty
DO-40-2049,300,frailty
DO-40-2049,484,frailty
DO-40-2049,664,frailty
DO-1D-3049,143,frailty
DO-1D-3049,301,frailty
DO-1D-3049,485,frailty
DO-1D-3049,665,frailty
DO-1D-3049,849,frailty
DO-2D-4049,143,frailty
DO-2D-4049,301,frailty
DO-2D-4049,485,frailty
DO-2D-4049,665,frailty
DO-2D-4049,849,frailty
DO-AL-0050,142,frailty
DO-AL-0050,300,frailty
DO-AL-0050,484,frailty
DO-AL-0050,664,frailty
DO-AL-0050,849,frailty
DO-20-1050,142,frailty
DO-20-1050,300,frailty
DO-20-1050,484,frailty
DO-20-1050,664,frailty
DO-40-2050,142,frailty
DO-40-2050,300,frailty
DO-40-2050,484,frailty
DO-40-2050,664,frailty
DO-40-2050,849,frailty
DO-40-2050,1028,frailty
DO-40-2050,1127,frailty
DO-1D-3050,143,frailty
DO-1D-3050,301,frailty
DO-1D-3050,485,frailty
DO-1D-3050,665,frailty
DO-1D-3050,849,frailty
DO-2D-4050,143,frailty
DO-2D-4050,301,frailty
DO-2D-4050,485,frailty
DO-2D-4050,665,frailty
DO-2D-4050,849,frailty
DO-2D-4050,1028,frailty
DO-AL-0051,142,frailty
DO-AL-0051,300,frailty
DO-AL-0051,484,frailty
DO-AL-0051,664,frailty
DO-AL-0051,849,frailty
DO-20-1051,142,frailty
DO-20-1051,300,frailty
DO-20-1051,484,frailty
DO-20-1051,664,frailty
DO-20-1051,849,frailty
DO-20-1051,1028,frailty
DO-40-2051,142,frailty
DO-40-2051,300,frailty
DO-40-2051,484,frailty
DO-40-2051,664,frailty
DO-40-2051,849,frailty
DO-40-2051,1028,frailty
DO-1D-3051,143,frailty
DO-2D-4051,143,frailty
DO-2D-4051,301,frailty
DO-2D-4051,485,frailty
DO-AL-0052,142,frailty
DO-AL-0052,300,frailty
DO-AL-0052,484,frailty
DO-AL-0052,664,frailty
DO-AL-0052,849,frailty
DO-20-1052,142,frailty
DO-20-1052,300,frailty
DO-40-2052,142,frailty
DO-40-2052,300,frailty
DO-40-2052,484,frailty
DO-40-2052,664,frailty
DO-40-2052,849,frailty
DO-1D-3052,143,frailty
DO-1D-3052,301,frailty
DO-1D-3052,485,frailty
DO-1D-3052,665,frailty
DO-1D-3052,849,frailty
DO-2D-4052,143,frailty
DO-2D-4052,301,frailty
DO-2D-4052,485,frailty
DO-2D-4052,665,frailty
DO-2D-4052,849,frailty
DO-AL-0053,142,frailty
DO-AL-0053,300,frailty
DO-AL-0053,484,frailty
DO-AL-0053,664,frailty
DO-AL-0053,849,frailty
DO-20-1053,142,frailty
DO-20-1053,300,frailty
DO-20-1053,484,frailty
DO-20-1053,664,frailty
DO-20-1053,849,frailty
DO-20-1053,1028,frailty
DO-40-2053,142,frailty
DO-40-2053,300,frailty
DO-40-2053,484,frailty
DO-40-2053,664,frailty
DO-40-2053,849,frailty
DO-1D-3053,143,frailty
DO-1D-3053,301,frailty
DO-1D-3053,485,frailty
DO-1D-3053,665,frailty
DO-2D-4053,143,frailty
DO-2D-4053,301,frailty
DO-2D-4053,485,frailty
DO-2D-4053,665,frailty
DO-2D-4053,849,frailty
DO-AL-0054,142,frailty
DO-AL-0054,300,frailty
DO-AL-0054,484,frailty
DO-AL-0054,664,frailty
DO-20-1054,142,frailty
DO-20-1054,300,frailty
DO-20-1054,484,frailty
DO-20-1054,664,frailty
DO-20-1054,849,frailty
DO-20-1054,1028,frailty
DO-20-1054,1127,frailty
DO-40-2054,142,frailty
DO-40-2054,300,frailty
DO-40-2054,484,frailty
DO-1D-3054,143,frailty
DO-1D-3054,301,frailty
DO-1D-3054,485,frailty
DO-1D-3054,665,frailty
DO-1D-3054,849,frailty
DO-2D-4054,143,frailty
DO-2D-4054,301,frailty
DO-2D-4054,485,frailty
DO-2D-4054,665,frailty
DO-2D-4054,849,frailty
DO-AL-0055,142,frailty
DO-AL-0055,300,frailty
DO-AL-0055,484,frailty
DO-AL-0055,664,frailty
DO-40-2055,142,frailty
DO-40-2055,300,frailty
DO-40-2055,484,frailty
DO-40-2055,664,frailty
DO-40-2055,849,frailty
DO-40-2055,1028,frailty
DO-1D-3055,143,frailty
DO-1D-3055,301,frailty
DO-1D-3055,485,frailty
DO-2D-4055,143,frailty
DO-2D-4055,301,frailty
DO-2D-4055,485,frailty
DO-AL-0056,142,frailty
DO-AL-0056,300,frailty
DO-AL-0056,484,frailty
DO-AL-0056,664,frailty
DO-20-1056,142,frailty
DO-20-1056,300,frailty
DO-20-1056,484,frailty
DO-20-1056,664,frailty
DO-20-1056,849,frailty
DO-20-1056,1028,frailty
DO-20-1056,1127,frailty
DO-40-2056,142,frailty
DO-40-2056,300,frailty
DO-40-2056,484,frailty
DO-40-2056,664,frailty
DO-40-2056,849,frailty
DO-40-2056,1028,frailty
DO-40-2056,1127,frailty
DO-1D-3056,143,frailty
DO-1D-3056,301,frailty
DO-1D-3056,485,frailty
DO-1D-3056,665,frailty
DO-1D-3056,849,frailty
DO-1D-3056,1028,frailty
DO-1D-3056,1127,frailty
DO-2D-4056,143,frailty
DO-2D-4056,301,frailty
DO-2D-4056,485,frailty
DO-2D-4056,665,frailty
DO-AL-0057,142,frailty
DO-AL-0057,300,frailty
DO-AL-0057,484,frailty
DO-AL-0057,664,frailty
DO-20-1057,142,frailty
DO-20-1057,300,frailty
DO-20-1057,484,frailty
DO-20-1057,664,frailty
DO-20-1057,849,frailty
DO-1D-3057,143,frailty
DO-1D-3057,301,frailty
DO-1D-3057,485,frailty
DO-1D-3057,665,frailty
DO-1D-3057,849,frailty
DO-2D-4057,143,frailty
DO-2D-4057,301,frailty
DO-2D-4057,485,frailty
DO-2D-4057,665,frailty
DO-2D-4057,849,frailty
DO-AL-0058,142,frailty
DO-AL-0058,300,frailty
DO-AL-0058,484,frailty
DO-AL-0058,664,frailty
DO-20-1058,142,frailty
DO-20-1058,300,frailty
DO-20-1058,484,frailty
DO-20-1058,664,frailty
DO-20-1058,849,frailty
DO-20-1058,1028,frailty
DO-40-2058,143,frailty
DO-40-2058,301,frailty
DO-40-2058,485,frailty
DO-40-2058,665,frailty
DO-1D-3058,143,frailty
DO-1D-3058,301,frailty
DO-1D-3058,485,frailty
DO-1D-3058,665,frailty
DO-1D-3058,849,frailty
DO-2D-4058,143,frailty
DO-2D-4058,301,frailty
DO-2D-4058,485,frailty
DO-2D-4058,665,frailty
DO-2D-4058,849,frailty
DO-2D-4058,1028,frailty
DO-2D-4058,1127,frailty
DO-AL-0059,142,frailty
DO-AL-0059,300,frailty
DO-20-1059,142,frailty
DO-20-1059,300,frailty
DO-20-1059,484,frailty
DO-20-1059,664,frailty
DO-20-1059,849,frailty
DO-40-2059,143,frailty
DO-40-2059,301,frailty
DO-40-2059,485,frailty
DO-40-2059,665,frailty
DO-40-2059,849,frailty
DO-40-2059,1028,frailty
DO-40-2059,1127,frailty
DO-1D-3059,143,frailty
DO-1D-3059,301,frailty
DO-1D-3059,485,frailty
DO-1D-3059,665,frailty
DO-1D-3059,849,frailty
DO-1D-3059,1028,frailty
DO-2D-4059,143,frailty
DO-2D-4059,301,frailty
DO-2D-4059,485,frailty
DO-2D-4059,665,frailty
DO-2D-4059,849,frailty
DO-2D-4059,1028,frailty
DO-2D-4059,1127,frailty
DO-AL-0060,142,frailty
DO-AL-0060,300,frailty
