mouse_id,AL,20,40,1D,2D
DO-40-2174,0,0,1,0,0
DO-40-2175,0,0,1,0,0
DO-40-2176,0,0,1,0,0
DO-40-2177,0,0,1,0,0
DO-40-2178,0,0,1,0,0
DO-40-2179,0,0,1,0,0
DO-40-2180,0,0,1,0,0
DO-40-2181,0,0,1,0,0
DO-40-2182,0,0,1,0,0
DO-40-2183,0,0,1,0,0
DO-40-2184,0,0,1,0,0
DO-40-2185,0,0,1,0,0
DO-40-2186,0,0,1,0,0
DO-40-2187,0,0,1,0,0
DO-40-2188,0,0,1,0,0
DO-40-2189,0,0,1,0,0
DO-40-2190,0,0,1,0,0
DO-40-2191,0,0,1,0,0
DO-40-2192,0,0,1,0,0
DO-AL-0001,1,0,0,0,0
DO-AL-0002,1,0,0,0,0
DO-AL-0003,1,0,0,0,0
DO-AL-0004,1,0,0,0,0
DO-AL-0005,1,0,0,0,0
DO-AL-0006,1,0,0,0,0
DO-AL-0007,1,0,0,0,0
DO-AL-0008,1,0,0,0,0
DO-AL-0009,1,0,0,0,0
DO-AL-0010,1,0,0,0,0
DO-AL-0011,1,0,0,0,0
DO-AL-0012,1,0,0,0,0
DO-AL-0013,1,0,0,0,0
DO-AL-0014,1,0,0,0,0
DO-AL-0015,1,0,0,0,0
DO-AL-0016,1,0,0,0,0
DO-AL-0017,1,0,0,0,0
DO-AL-0018,1,0,0,0,0
DO-AL-0019,1,0,0,0,0
DO-AL-0020,1,0,0,0,0
DO-AL-0021,1,0,0,0,0
DO-AL-0022,1,0,0,0,0
DO-AL-0023,1,0,0,0,0
DO-AL-0024,1,0,0,0,0
DO-AL-0025,1,0,0,0,0
DO-AL-0026,1,0,0,0,0
DO-AL-0027,1,0,0,0,0
DO-AL-0028,1,0,0,0,0
DO-AL-0029,1,0,0,0,0
DO-AL-0030,1,0,0,0,0
DO-AL-0031,1,0,0,0,0
DO-AL-0032,1,0,0,0,0
DO-AL-0033,1,0,0,0,0
DO-AL-0034,1,0,0,0,0
DO-AL-0035,1,0,0,0,0
DO-AL-0036,1,0,0,0,0
DO-AL-0037,1,0,0,0,0
DO-AL-0038,1,0,0,0,0
DO-AL-0039,1,0,0,0,0
DO-AL-0040,1,0,0,0,0
DO-AL-0041,1,0,0,0,0
DO-AL-0042,1,0,0,0,0
DO-AL-0043,1,0,0,0,0
DO-AL-0044,1,0,0,0,0
DO-AL-0045,1,0,0,0,0
DO-AL-0046,1,0,0,0,0
DO-AL-0047,1,0,0,0,0
DO-AL-0048,1,0,0,0,0
DO-AL-0049,1,0,0,0,0
DO-AL-0050,1,0,0,0,0
DO-AL-0051,1,0,0,0,0
DO-AL-0052,1,0,0,0,0
DO-AL-0053,1,0,0,0,0
DO-AL-0054,1,0,0,0,0
DO-AL-0055,1,0,0,0,0
DO-AL-0056,1,0,0,0,0
DO-AL-0057,1,0,0,0,0
DO-AL-0058,1,0,0,0,0
DO-AL-0059,1,0,0,0,0
DO-AL-0060,1,0,0,0,0
DO-AL-0061,1,0,0,0,0
DO-AL-0062,1,0,0,0,0
DO-AL-0063,1,0,0,0,0
DO-AL-0064,1,0,0,0,0
DO-AL-0065,1,0,0,0,0
DO-AL-0066,1,0,0,0,0
DO-AL-0067,1,0,0,0,0
DO-AL-0068,1,0,0,0,0
DO-AL-0069,1,0,0,0,0
DO-AL-0070,1,0,0,0,0
DO-AL-0071,1,0,0,0,0
DO-AL-0072,1,0,0,0,0
DO-AL-0073,1,0,0,0,0
DO-AL-0074,1,0,0,0,0
DO-AL-0075,1,0,0,0,0
DO-AL-0076,1,0,0,0,0
DO-AL-0077,1,0,0,0,0
DO-AL-0078,1,0,0,0,0
DO-AL-0079,1,0,0,0,0
DO-AL-0080,1,0,0,0,0
DO-AL-0081,1,0,0,0,0
DO-AL-0082,1,0,0,0,0
DO-AL-0083,1,0,0,0,0
DO-AL-0084,1,0,0,0,0
DO-AL-0085,1,0,0,0,0
DO-AL-0086,1,0,0,0,0
DO-AL-0087,1,0,0,0,0
DO-AL-0088,1,0,0,0,0
DO-AL-0089,1,0,0,0,0
DO-AL-0090,1,0,0,0,0
DO-AL-0091,1,0,0,0,0
DO-AL-0092,1,0,0,0,0
DO-AL-0093,1,0,0,0,0
DO-AL-0094,1,0,0,0,0
DO-AL-0095,1,0,0,0,0
DO-AL-0096,1,0,0,0,0
DO-AL-0097,1,0,0,0,0
DO-AL-0098,1,0,0,0,0
DO-AL-0099,1,0,0,0,0
DO-AL-0100,1,0,0,0,0
DO-AL-0101,1,0,0,0,0
DO-AL-0102,1,0,0,0,0
DO-AL-0103,1,0,0,0,0
DO-AL-0104,1,0,0,0,0
DO-AL-0105,1,0,0,0,0
DO-AL-0106,1,0,0,0,0
DO-AL-0107,1,0,0,0,0
DO-AL-0108,1,0,0,0,0
DO-AL-0109,1,0,0,0,0
DO-AL-0110,1,0,0,0,0
DO-AL-0111,1,0,0,0,0
DO-AL-0112,1,0,0,0,0
DO-AL-0113,1,0,0,0,0
DO-AL-0114,1,0,0,0,0
DO-AL-0115,1,0,0,0,0
DO-AL-0116,1,0,0,0,0
DO-AL-0117,1,0,0,0,0
DO-AL-0118,1,0,0,0,0
DO-AL-0119,1,0,0,0,0
DO-AL-0120,1,0,0,0,0
DO-AL-0121,1,0,0,0,0
DO-AL-0122,1,0,0,0,0
DO-AL-0123,1,0,0,0,0
DO-AL-0124,1,0,0,0,0
DO-AL-0125,1,0,0,0,0
DO-AL-0126,1,0,0,0,0
DO-AL-0127,1,0,0,0,0
DO-AL-0128,1,0,0,0,0
DO-AL-0129,1,0,0,0,0
DO-AL-0130,1,0,0,0,0
DO-AL-0131,1,0,0,0,0
DO-AL-0132,1,0,0,0,0
DO-AL-0133,1,0,0,0,0
DO-AL-0134,1,0,0,0,0
DO-AL-0135,1,0,0,0,0
DO-AL-0136,1,0,0,0,0
DO-AL-0137,1,0,0,0,0
DO-AL-0138,1,0,0,0,0
DO-AL-0139,1,0,0,0,0
DO-AL-0140,1,0,0,0,0
DO-AL-0141,1,0,0,0,0
DO-AL-0142,1,0,0,0,0
DO-AL-0143,1,0,0,0,0
DO-AL-0144,1,0,0,0,0
DO-AL-0145,1,0,0,0,0
DO-AL-0146,1,0,0,0,0
DO-AL-0147,1,0,0,0,0
DO-AL-0148,1,0,0,0,0
DO-AL-0149,1,0,0,0,0
DO-AL-0150,1,0,0,0,0
DO-AL-0151,1,0,0,0,0
DO-AL-0152,1,0,0,0,0
DO-AL-0153,1,0,0,0,0
DO-AL-0154,1,0,0,0,0
DO-AL-0155,1,0,0,0,0
DO-AL-0156,1,0,0,0,0
DO-AL-0157,1,0,0,0,0
DO-AL-0158,1,0,0,0,0
DO-AL-0159,1,0,0,0,0
DO-AL-0160,1,0,0,0,0
DO-AL-0161,1,0,0,0,0
DO-AL-0162,1,0,0,0,0
DO-AL-0163,1,0,0,0,0
DO-AL-0164,1,0,0,0,0
DO-AL-0165,1,0,0,0,0
DO-AL-0166,1,0,0,0,0
DO-AL-0167,1,0,0,0,0
DO-AL-0168,1,0,0,0,0
DO-AL-0169,1,0,0,0,0
DO-AL-0170,1,0,0,0,0
DO-AL-0171,1,0,0,0,0
DO-AL-0172,1,0,0,0,0
DO-AL-0173,1,0,0,0,0
DO-AL-0174,1,0,0,0,0
DO-AL-0175,1,0,0,0,0
DO-AL-0176,1,0,0,0,0
DO-AL-0177,1,0,0,0,0
DO-AL-0178,1,0,0,0,0
DO-AL-0179,1,0,0,0,0
DO-AL-0180,1,0,0,0,0
DO-AL-0181,1,0,0,0,0
DO-AL-0182,1,0,0,0,0
DO-AL-0183,1,0,0,0,0
DO-AL-0184,1,0,0,0,0
DO-AL-0185,1,0,0,0,0
DO-AL-0186,1,0,0,0,0
DO-AL-0187,1,0,0,0,0
DO-AL-0188,1,0,0,0,0
DO-AL-0189,1,0,0,0,0
DO-AL-0190,1,0,0,0,0
DO-AL-0191,1,0,0,0,0
DO-AL-0192,1,0,0,0,0
